Mass->,Nd142Di,Nd143Di,Nd144Di,Nd146Di,Gd158Di,Dy164Di,Dy162Di,Dy163Di,Ho165Di,Er166Di,Er167Di,Er168Di,Er170Di,Tm169Di,Yb172Di,Yb173Di,Yb174Di,Yb176Di
7235,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0
7236,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0
7237,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0
7238,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0
7239,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
7240,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0
7241,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0
7242,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0
7243,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0
7244,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1
7245,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
7246,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1
7247,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1
7248,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0
7249,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0
7250,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0
7251,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0
7252,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0
7253,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0
7254,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1
7255,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1
7256,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1
7257,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1
7258,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0
7259,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0
7260,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0
7261,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0
7262,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0
7263,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0
7264,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1
7265,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1
7266,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1
7267,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1
7268,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1
7269,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1
7270,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0
7271,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0
7272,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0
7273,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0
7274,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1
7275,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1
7276,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
7277,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1
7278,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0
7279,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0
7280,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0
7281,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0
7282,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0
7283,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0
7284,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1
7285,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1
7286,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1
7287,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1
7288,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1
7289,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1
7290,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
7291,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0
7292,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0
7293,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0
7294,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1
7295,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1
7296,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1
7297,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1
7298,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1
7299,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1
7300,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0
7301,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0
7302,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0
7303,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0
7304,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1
7305,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1
7306,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1
7307,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1
7308,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0
7309,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0
7310,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
7311,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0
7312,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0
7313,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0
7314,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
7315,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1
7316,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0
7317,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0
7318,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0
7319,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0
7320,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1
7321,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1
7322,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
7323,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1
7324,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0
7325,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0
7326,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0
7327,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0
7328,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0
7329,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
7330,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
7331,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
7332,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0
7333,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
7334,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0
7335,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1
7336,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1
7337,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1
7338,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1
7339,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0
7340,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
7341,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0
7342,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0
7343,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0
7344,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0
7345,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1
7346,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1
7347,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
7348,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1
7349,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0
7350,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
7351,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0
7352,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0
7353,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0
7354,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
7355,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1
7356,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1
7357,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1
7358,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
7359,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1
7360,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1
7361,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
7362,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0
7363,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0
7364,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0
7365,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1
7366,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0
7367,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0
7368,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0
7369,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0
7370,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1
7371,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1
7372,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1
7373,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1
7374,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
7375,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0
7376,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0
7377,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0
7378,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0
7379,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
7380,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1
7381,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1
7382,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
7383,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1
7384,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0
7385,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0
7386,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0
7387,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0
7388,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0
7389,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0
7390,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1
7391,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
7392,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1
7393,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
7394,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1
7395,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1
7396,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0
7397,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0
7398,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0
7399,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0
7400,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1
7401,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1
7402,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1
7403,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1
7404,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0
7405,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0
7406,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0
7407,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0
7408,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0
7409,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0
7410,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1
7411,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1
7412,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1
7413,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1
7414,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1
7415,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
7416,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
7417,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0
7418,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0
7419,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0
7420,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1
7421,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1
7422,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1
7423,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1
7424,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1
7425,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1
7426,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0
7427,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0
7428,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0
7429,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0
7430,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1
7431,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1
7432,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1
7433,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1
7434,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0
7435,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0
7436,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
7437,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0
7438,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0
7439,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0
7440,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
7441,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1
7442,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0
7443,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0
7444,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0
7445,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0
7446,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1
7447,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1
7448,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
7449,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1
7450,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0
7451,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0
7452,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0
7453,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0
7454,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0
7455,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
7456,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
7457,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
7458,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0
7459,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
7460,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0
7461,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1
7462,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1
7463,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1
7464,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1
7465,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0
7466,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0
7467,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0
7468,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0
7469,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0
7470,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0
7471,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1
7472,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1
7473,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
7474,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1
7475,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0
7476,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
7477,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0
7478,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0
7479,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0
7480,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
7481,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1
7482,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1
7483,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1
7484,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
7485,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1
7486,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1
7487,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
7488,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0
7489,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0
7490,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0
7491,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1
7492,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0
7493,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0
7494,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0
7495,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0
7496,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1
7497,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1
7498,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1
7499,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1
7500,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
7501,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0
7502,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0
7503,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0
7504,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0
7505,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
7506,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1
7507,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1
7508,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
7509,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1
7510,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0
7511,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0
7512,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0
7513,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0
7514,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0
7515,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0
7516,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1
7517,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
7518,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1
7519,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
7520,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1
7521,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1
7522,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0
7523,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0
7524,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0
7525,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0
7526,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1
7527,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1
7528,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1
7529,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1
7530,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0
7531,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0
7532,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0
7533,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0
7534,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0
7535,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0
7536,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1
7537,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1
7538,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1
7539,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1
7540,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1
7541,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
7542,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
7543,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0
7544,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0
7545,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0
7546,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1
7547,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1
7548,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1
7549,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1
7550,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1
7551,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1
7552,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0
7553,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0
7554,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0
7555,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0
7556,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1
7557,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1
7558,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1
7559,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1
7560,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0
7561,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0
7562,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
7563,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0
7564,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0
7565,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0
7566,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0
7567,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1
7568,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0
7569,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0
7570,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0
7571,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0
7572,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1
7573,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
7574,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1
7575,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1
7576,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0
7577,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0
7578,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0
7579,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0
7580,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0
7581,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0
7582,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
7583,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0
7584,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0
7585,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0
7586,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0
7587,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1
7588,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1
7589,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1
